nearly,-0.015
french,0.2
slow,-0.165
obvious,-0.314
start,-0.216
living,0.137
shot,-0.143
obviously,-0.356
thinking,-0.222
begins,0.239
poor,-1.106
strange,0.009
low,-0.529
difficult,0.099
turned,-0.11
atmosphere,0.218
incredible,0.292
showing,0.05
japanese,0.177
giving,-0.037
clearly,-0.103
personal,0.2
major,-0.09
viewing,0.127
follow,0.108
complete,-0.289
older,0.143
documentary,0.125
talking,-0.181
appears,-0.091
effective,0.24
dramatic,0.124
clear,-0.022
girl,-0.063
lead,-0.044
deep,0.191
earlier,0.109
recommended,0.308
using,-0.074
filmed,0.021
running,-0.193
beautifully,0.351
recently,0.163
single,-0.184
various,0.124
light,0.119
interested,0.071
eventually,0.037
help,-0.047
actual,-0.097
political,0.13
solid,0.244
ends,0.004
touching,0.334
unfortunately,-0.518
opening,-0.007
turn,-0.057
sexual,-0.025
looked,-0.381
run,-0.122
guess,-0.381
portrayed,0.102
happens,-0.247
gone,-0.01
supposed,-1.009
film's,0.069
subject,0.053
cool,-0.01
present,0.143
charming,0.231
is,-0.133
scary,-0.18
rich,0.147
disappointed,-0.275
bring,0.052
previous,0.0
familiar,0.147
why,-0.839
quickly,0.009
third,0.046
married,0.134
stunning,0.272
tells,0.172
here,-0.066
hear,-0.016
future,0.193
leading,0.068
stop,-0.141
expected,-0.066
social,0.13
outstanding,0.287
seriously,-0.346
impressive,0.18
popular,0.115
saying,-0.364
brings,0.177
following,0.085
character,0.069
falls,-0.105
rare,0.255
worked,-0.035
animated,0.189
follows,0.137
learn,0.087
recent,0.1
created,0.103
past,0.085
setting,0.085
leaves,0.072
visual,0.116
successful,0.106
general,0.027
slightly,0.068
viewer,0.074
natural,0.214
younger,0.108
western,0.127
kept,-0.14
subtle,0.271
open,0.01
large,0.028
expecting,-0.01
sweet,0.233
died,0.068
wonderfully,0.296
add,-0.037
caught,0.113
sound,-0.096
lovely,0.203
acted,0.001
awesome,0.214
filled,0.069
needed,-0.11
fairly,-0.032
leads,0.059
middle,-0.052
showed,0.085
talented,0.021
use,-0.06
dancing,0.13
agree,0.003
decided,-0.184
missed,0.001
forward,-0.044
surprisingly,0.147
telling,0.003
ultimately,0.037
forced,-0.116
realize,-0.007
basically,-0.194
provides,0.216
needs,0.009
decent,-0.423
possibly,-0.169
fast,-0.054
means,-0.016
helps,0.214
changed,0.068
female,-0.172
boring,-1.074
silly,-0.381
missing,-0.054
appear,-0.08
complex,0.183
most,-0.032
apparently,-0.401
equally,0.115
cannot,-0.115
entirely,-0.021
tried,-0.281
italian,0.084
normal,0.087
reading,-0.01
available,0.163
couple,-0.041
stupid,-1.144
former,0.052
compared,0.012
anyway,-0.116
straight,-0.152
knowing,0.13
fully,0.109
novel,0.056
around,-0.2
killing,-0.172
considered,0.041
forget,0.069
mentioned,-0.04
editing,-0.233
buy,0.006
admit,0.001
fighting,0.001
exciting,0.065
appreciate,0.134
gorgeous,0.166
starring,0.075
free,-0.11
kill,-0.246
directing,-0.078
disturbing,0.031
immediately,0.038
ended,-0.056
incredibly,-0.116
common,-0.001
slowly,0.116
uses,0.062
funniest,0.186
rest,-0.11
waiting,-0.059
produced,0.007
singing,0.124
adds,0.152
fight,-0.025
german,0.082
superb,0.228
fresh,0.166
stand,-0.004
along,0.025
fascinating,0.171
impressed,0.146
plot,-0.122
wonder,-0.169
worst,-2.309
save,-0.377
deserves,0.088
laughing,-0.016
convincing,-0.006
win,0.085
hot,-0.077
mind,-0.034
genre,0.075
longer,0.006
narrative,0.057
intense,0.181
public,0.015
tough,0.065
tragic,0.174
terrible,-1.211
friends,0.05
presented,0.057
compelling,0.159
other,0.001
hardly,-0.161
weak,-0.327
innocent,0.127
episode,0.074
inspired,0.147
manages,0.074
amusing,-0.031
likable,0.096
hold,0.037
apart,-0.032
begin,-0.072
considering,-0.046
literally,-0.018
remarkable,0.184
leaving,-0.007
keeps,0.062
lived,0.075
average,-0.097
moved,0.134
finest,0.209
delightful,0.216
personally,0.08
remains,0.105
thoroughly,0.099
weird,-0.085
added,-0.004
stands,0.144
historical,0.043
unusual,0.159
honest,0.035
wrote,-0.124
impossible,-0.041
odd,-0.021
touch,0.119
predictable,-0.439
miss,0.075
sent,0.099
mysterious,0.038
puts,0.102
minor,0.082
stars,0.071
involving,-0.035
imagine,-0.043
biggest,-0.094
violent,0.068
sees,0.112
include,0.046
constantly,0.018
generally,-0.034
intelligent,0.078
tries,-0.168
plenty,0.1
holds,0.141
surprising,0.15
bought,-0.015
suddenly,-0.096
fit,0.028
,0.004
otherwise,-0.105
call,-0.141
scene,-0.06
shooting,-0.043
child,0.057
secret,0.019
quiet,0.147
alive,0.006
meant,-0.13
stay,-0.085
underrated,0.193
somehow,-0.106
positive,-0.135
winning,0.144
deeply,0.153
lose,0.082
cinematic,0.003
art,0.053
falling,0.029
brilliantly,0.186
likely,-0.027
nicely,0.124
growing,0.109
becoming,0.062
loves,0.105
consider,-0.029
crazy,-0.069
serial,0.054
sadly,-0.162
title,0.016
developed,0.009
ahead,0.027
yes,0.003
wait,0.029
central,0.063
silent,0.102
favourite,0.171
held,0.056
necessary,0.08
casting,-0.025
comedic,0.087
reminded,0.037
fantasy,0.11
helped,0.06
annoying,-0.627
moral,0.04
indian,0.041
runs,-0.016
managed,-0.057
fan,0.034
english,0.052
surely,-0.029
script,-0.234
write,-0.212
magic,0.124
cut,-0.166
followed,0.003
terrific,0.18
appeared,0.004
cold,0.044
loving,0.141
unexpected,0.143
heavy,0.044
tale,0.11
thus,0.031
front,0.001
red,-0.054
decides,0.037
finding,0.075
sounds,-0.062
cheap,-0.479
create,0.037
creative,0.025
care,-0.261
mainly,-0.007
laughed,-0.022
rarely,0.072
includes,0.059
suggest,-0.001
bizarre,-0.028
physical,0.071
basic,-0.069
wild,0.088
very,0.035
laughs,-0.028
friend,0.046
meet,0.047
deserved,0.082
military,-0.053
captured,0.106
scenes,-0.016
negative,0.021
creepy,0.027
face,0.046
worse,-1.043
artistic,0.035
horror,-0.053
intended,-0.047
proves,0.077
etc,-0.007
ridiculous,-0.733
technical,0.044
forever,0.035
superior,0.077
began,0.043
continues,0.087
fellow,0.084
forgotten,0.027
engaging,0.071
willing,0.021
led,0.043
professional,0.052
ten,-0.1
happening,-0.025
boy,0.034
meets,0.103
keeping,0.094
flying,0.018
spend,-0.134
point,-0.08
met,0.066
dealing,0.082
laugh,-0.09
aside,0.001
ask,-0.087
traditional,0.106
intriguing,0.072
independent,0.037
twice,-0.006
total,-0.264
dated,0.081
faces,0.01
much,0.006
shocking,0.027
smart,0.021
allowed,0.0
refreshing,0.163
noir,0.146
hate,-0.168
sick,-0.1
dangerous,0.06
cute,0.018
received,0.075
potential,-0.158
putting,-0.015
learned,0.072
nominated,0.131
sitting,-0.135
key,0.046
attractive,-0.028
kid,-0.019
more,-0.027
spectacular,0.116
humorous,0.059
sort,-0.075
born,0.072
seemingly,-0.029
emotionally,0.099
act,-0.077
remembered,0.078
merely,-0.053
ready,0.01
move,0.021
utterly,-0.155
wanting,0.029
limited,0.019
only,-0.137
direct,0.006
fall,-0.018
confused,-0.068
mixed,0.065
spent,-0.181
introduced,0.018
discovered,0.071
creating,0.043
check,0.0
decide,-0.053
scared,0.021
learns,0.121
episodes,0.097
higher,0.063
psychological,0.072
ultimate,0.09
extra,0.027
awful,-1.345
reminds,0.074
grew,0.057
current,0.052
dying,-0.012
originally,0.052
finish,-0.037
ordinary,0.059
fair,-0.053
criminal,0.06
horrible,-0.922
type,-0.01
mother,0.065
portraying,0.105
picked,-0.046
detective,0.05
according,-0.004
creates,0.127
guy,-0.183
sexy,0.0
die,-0.077
allows,0.108
asks,0.032
realized,-0.009
male,-0.047
somewhere,-0.194
glad,0.075
change,0.027
regular,0.059
accurate,0.081
rated,-0.068
head,-0.037
filming,-0.04
fell,-0.081
speak,-0.047
martial,0.024
mad,0.016
included,0.034
satisfying,0.103
afraid,-0.013
proved,0.046
contains,0.025
half,-0.161
dressed,0.007
lack,-0.054
numerous,0.025
understanding,0.056
walking,-0.143
clever,0.019
lonely,0.11
extraordinary,0.137
visually,0.08
revealed,0.038
brutal,0.074
constant,-0.003
flat,-0.29
score,0.057
suppose,-0.137
moves,0.078
sympathetic,0.068
barely,-0.239
individual,0.085
continue,0.029
occasionally,0.029
cinema,0.047
genuinely,0.046
appreciated,0.118
nasty,-0.037
turning,-0.057
stuck,-0.049
tired,-0.121
unknown,0.029
starting,0.003
provide,0.004
opposite,0.065
asked,-0.019
meaning,0.009
bored,-0.306
genuine,0.056
pulled,-0.001
lighting,-0.075
side,0.035
featuring,0.022
legendary,0.093
magical,0.106
aware,0.034
losing,0.066
touched,0.112
witty,0.077
noticed,0.012
angry,-0.054
appropriate,0.054
girlfriend,-0.013
breathtaking,0.128
double,0.016
finished,-0.028
marvelous,0.121
latter,0.021
speaking,-0.029
mental,-0.018
suspect,0.018
sensitive,0.11
loud,-0.081
depicted,0.062
strongly,0.047
caused,0.029
bigger,-0.007
wide,0.072
passed,0.021
explain,-0.091
sharp,0.085
believes,0.047
who's,0.007
graphic,0.034
wondering,-0.09
ride,0.072
relatively,0.046
meanwhile,0.007
drawn,0.041
gripping,0.124
outside,0.004
home,0.053
sets,0.047
sense,-0.075
appealing,0.053
theatrical,0.047
listen,0.009
sing,0.037
desperate,-0.025
lucky,0.063
extreme,0.022
paced,0.09
ring,0.071
chilling,0.119
haunting,0.115
gritty,0.11
unforgettable,0.118
survive,0.034
treated,-0.031
foreign,0.04
quick,-0.028
worthy,-0.029
matter,0.016
thinks,-0.062
contemporary,0.062
brief,0.007
carries,0.102
notice,0.021
fabulous,0.097
features,0.029
magnificent,0.113
provided,0.06
masterpiece,0.087
responsible,-0.029
effectively,0.069
lies,0.009
hidden,0.018
pleasant,0.06
failed,-0.244
loses,0.024
tend,0.057
suspense,-0.001
boys,0.043
likes,0.01
remake,-0.102
handsome,0.088
comedy,0.031
concerned,-0.021
ran,0.032
curious,-0.013
religious,-0.062
loose,-0.021
viewed,0.046
apparent,-0.06
anymore,-0.028
song,0.046
pure,0.05
chinese,0.043
return,0.046
spanish,0.004
standard,-0.021
accept,0.046
captures,0.138
flick,-0.159
confusing,-0.137
storyline,-0.044
realizes,0.078
once,0.013
twisted,0.049
actress,0.0
exceptional,0.109
video,-0.037
portrays,0.074
soft,0.028
depth,0.029
catch,0.037
relate,0.077
largely,0.004
obsessed,0.022
overly,-0.003
anywhere,-0.072
greater,0.072
naked,-0.15
succeeds,0.065
allow,-0.01
please,-0.047
essential,0.08
storytelling,0.06
develop,0.007
grand,0.062
everyday,0.085
bringing,0.038
purpose,-0.096
haunted,0.037
capable,0.004
sorry,-0.181
break,-0.013
wearing,-0.065
offers,0.057
carry,-0.012
committed,0.028
fear,0.021
gotten,-0.004
complicated,0.059
crew,0.0
recognize,0.044
private,0.028
described,0.004
clean,0.04
unlikely,0.012
exist,-0.056
talk,-0.018
experienced,0.025
delivered,-0.007
thrown,-0.084
european,0.004
warm,0.082
troubled,0.088
faithful,0.071
crafted,0.099
fictional,0.031
dies,-0.046
terrifying,0.094
hooked,0.087
focused,0.035
commercial,-0.006
naive,0.031
suspenseful,0.053
handled,0.004
pleasantly,0.1
smile,0.041
hoping,-0.184
piece,-0.121
portrayal,0.081
ok,-0.253
ensemble,0.09
deal,0.057
remain,0.027
nowhere,-0.247
place,-0.003
supposedly,-0.181
sudden,-0.003
compare,0.038
name,-0.034
supernatural,0.0
suffering,-0.009
latest,0.009
frightening,0.053
edited,-0.035
unable,-0.019
essentially,-0.028
lets,0.035
painful,-0.19
star,0.018
safe,0.001
surprise,0.028
bright,-0.019
featured,0.019
combined,0.024
helping,0.047
pick,-0.007
commentary,0.038
doubt,-0.056
naturally,-0.004
nature,0.065
determined,0.062
holding,-0.003
executed,-0.024
notable,0.037
built,-0.015
greatly,0.065
entertained,-0.024
brave,0.068
previously,0.004
seeking,0.062
building,0.025
hurt,-0.004
how,-0.087
cultural,0.05
covered,0.01
wedding,0.032
stuff,-0.027
therefore,-0.013
driven,0.069
form,0.021
performed,0.041
opens,0.021
murdered,-0.065
struggling,0.01
respect,0.007
friendly,0.049
rough,0.063
dreams,0.068
chosen,0.016
walk,-0.088
badly,-0.499
welcome,0.047
initially,0.062
harsh,0.047
son,0.041
lovable,0.068
tight,0.066
deeper,0.077
build,-0.004
grown,0.007
saved,-0.097
heavily,0.01
rented,-0.147
honestly,-0.205
cheesy,-0.057
unnecessary,-0.153
depressing,-0.004
inner,0.056
initial,0.012
aired,0.071
aspect,0.025
raw,0.072
urban,0.074
practically,-0.044
beloved,0.038
kills,-0.034
whenever,-0.019
established,0.041
convinced,-0.018
focuses,0.069
native,0.001
cried,0.081
erotic,0.021
unbelievable,-0.258
dull,-0.427
normally,-0.056
surreal,0.053
occasional,0.007
having,-0.007
authentic,0.052
necessarily,0.015
overlooked,0.081
excited,-0.054
grow,0.046
pacing,-0.037
closer,0.031
paid,-0.187
controversial,0.044
focus,0.018
superbly,0.11
fails,-0.32
flawed,0.041
russian,-0.035
broken,-0.001
hearing,0.021
amazed,0.009
standing,-0.018
such,0.007
reminiscent,0.057
escape,0.018
drama,0.043
unfortunate,-0.007
lady,-0.015
calls,-0.028
critical,0.016
recall,0.012
directly,0.003
offered,-0.007
suicide,0.018
stopped,-0.049
sentimental,0.059
international,0.037
describe,-0.035
sight,0.004
striking,0.057
riding,0.032
accidentally,-0.04
pleased,0.069
shocked,-0.009
hated,-0.112
faced,0.054
atmospheric,0.043
super,-0.007
rival,0.072
guilty,0.0
watchable,-0.113
saving,-0.075
just,-0.032
raised,0.018
hands,0.016
choose,-0.006
prior,0.003
explained,-0.127
bed,-0.035
imaginative,0.046
stylish,0.046
believed,-0.027
attempt,-0.11
enjoying,0.025
australian,0.04
repeated,-0.016
today's,0.065
filmmaking,-0.05
poignant,0.082
quest,0.038
asking,-0.062
pull,0.001
rural,0.074
stick,-0.1
feels,-0.024
performances,0.056
anime,0.059
animal,-0.006
giant,-0.062
fake,-0.252
endearing,0.047
gore,-0.127
stays,0.066
prepared,0.015
deadly,0.003
eating,-0.035
king,0.025
either,-0.084
listening,0.018
learning,0.034
gay,-0.115
soldier,0.034
regarding,-0.009
driving,-0.063
dialogue,-0.028
develops,0.052
cynical,0.032
packed,0.052
changing,0.003
arrives,0.037
lacking,-0.093
breaking,0.019
colorful,0.065
trapped,-0.003
disagree,0.066
abandoned,-0.01
deliver,-0.019
lots,0.0
false,-0.028
evening,0.025
scifi,0.001
ironic,0.038
dumb,-0.361
adding,0.009
finale,0.018
starred,0.013
inside,0.025
daily,0.034
awkward,-0.027
frequently,0.018
facial,0.006
captivating,0.081
disappointing,-0.219
avoid,-0.174
noted,0.035
replaced,0.007
tremendous,0.074
sister,0.015
shame,-0.038
significant,-0.001
understood,0.028
intellectual,0.003
gentle,0.078
achieved,0.043
closely,0.032
fail,-0.062
send,0.013
involves,-0.032
explains,-0.003
friendship,0.08
broke,0.029
charismatic,0.047
actresses,0.05
caring,0.024
stolen,-0.021
quirky,0.044
roles,0.044
hanging,-0.052
wealthy,0.032
times,0.038
placed,-0.007
suffered,0.019
prime,0.01
adapted,0.041
reveal,0.062
discover,0.028
everywhere,-0.006
successfully,0.009
carefully,0.052
have,-0.004
lighthearted,0.069
let's,-0.09
inevitable,0.04
stayed,-0.025
proud,0.031
carrying,0.007
too,0.001
sleep,-0.053
movie's,-0.022
strangely,0.006
prefer,-0.006
mentally,0.003
searching,0.027
jealous,0.05
do,-0.053
empty,-0.108
achieve,0.0
delight,0.096
subsequent,0.056
performing,0.043
tiny,0.0
pay,-0.097
amazingly,-0.001
larger,0.043
fallen,0.009
surrounding,0.029
correct,-0.028
designed,-0.035
steal,-0.031
police,0.031
virtually,-0.056
comfortable,0.056
we're,-0.019
ugly,-0.191
locked,0.003
carried,0.015
guessing,0.031
truth,0.04
struggle,0.022
perspective,0.043
terribly,-0.119
stood,0.038
gratuitous,-0.088
opened,-0.003
screening,0.018
nevertheless,0.05
elderly,0.049
favorites,0.091
splendid,0.069
granted,0.013
again,-0.031
infamous,0.018
overcome,0.035
glorious,0.065
riveting,0.071
nonetheless,0.038
blown,0.021
hired,-0.032
daring,0.059
national,0.044
aging,0.043
increasingly,0.028
sold,0.004
shy,0.066
proper,-0.028
offer,-0.003
bunch,-0.183
inspiring,0.057
physically,0.007
one's,0.021
cry,0.05
stronger,0.032
sell,-0.01
flawless,0.09
represents,0.034
exact,-0.029
instantly,0.034
sophisticated,0.046
accused,0.029
thrilling,0.025
allowing,0.022
gradually,0.053
hopefully,0.01
properly,-0.024
purely,-0.021
adult,0.027
prove,-0.032
facing,0.066
equal,0.001
serve,0.007
chose,-0.054
related,-0.009
earth,-0.054
edge,0.057
required,-0.031
massive,-0.035
understated,0.087
fourth,0.024
easier,0.019
wasted,-0.464
20th,0.052
overthetop,0.004
humor,0.019
level,0.012
pulls,0.054
review,-0.053
hell,-0.106
connected,0.004
see,0.034
canadian,-0.021
affected,0.04
technically,-0.001
seek,0.015
convincingly,0.05
dry,-0.044
happily,0.021
oddly,-0.016
acts,-0.028
fits,0.027
heartbreaking,0.085
requires,0.016
accomplished,0.032
screenplay,0.013
identify,0.038
mere,-0.001
photographed,0.034
lesser,0.037
blue,-0.001
sat,-0.156
heaven,0.037
cover,-0.062
partly,0.022
sit,-0.105
african,0.029
aged,0.012
importantly,0.016
fortunately,0.029
asian,-0.028
kick,0.001
answer,-0.013
wondered,0.024
accepted,0.0
notorious,0.01
dynamic,0.038
nude,-0.022
stellar,0.059
sends,0.037
dubbed,-0.06
directorial,0.029
separate,-0.003
beat,0.003
multiple,-0.018
intrigued,0.027
invisible,-0.018
passing,0.001
promising,-0.054
pushing,0.037
produce,-0.035
comical,-0.032
rushed,0.003
absurd,-0.113
busy,0.012
green,-0.06
protect,0.025
damn,-0.031
influenced,0.04
note,0.007
mention,-0.112
teen,-0.072
heartwarming,0.081
thankfully,0.018
assume,-0.088
poetic,0.056
thank,0.016
ancient,-0.019
pretentious,-0.155
existed,0.018
vicious,0.032
reach,-0.003
drive,-0.031
contrived,-0.113
desperately,-0.035
recognized,0.032
draw,-0.006
wicked,0.027
continued,0.009
typically,0.009
plain,-0.122
brother,0.025
meaningful,-0.003
suggests,0.004
letting,-0.003
adorable,0.05
epic,0.041
humour,0.029
drag,-0.016
theme,0.031
pushed,0.009
experience,0.037
thin,-0.125
boxing,0.06
tied,-0.016
warning,-0.054
regret,-0.003
poorly,-0.632
frustrated,0.003
universe,0.049
detailed,0.025
specific,0.007
checking,0.007
crying,-0.041
unsettling,0.038
portray,0.015
spends,-0.022
masterful,0.078
slight,0.015
degree,0.015
struck,0.028
enormous,0.031
spite,0.003
fitting,0.032
convey,0.025
theater,-0.004
reached,0.025
view,-0.004
cutting,-0.034
cleverly,0.078
refuses,0.038
paying,-0.06
bet,-0.022
lower,-0.069
hunting,0.018
enjoys,0.028
golden,0.027
rolling,-0.018
speaks,-0.007
highest,0.044
mistake,-0.052
father's,0.037
destroyed,-0.038
thoughtful,0.049
spoken,-0.015
material,-0.038
notably,0.024
marry,0.032
flaws,0.037
gun,-0.016
talent,-0.049
sequel,-0.034
unrealistic,-0.119
witness,0.029
ie,-0.006
eerie,0.05
lover,-0.004
returns,0.012
explicit,0.046
hide,-0.01
bitter,0.031
affect,0.054
appeal,-0.038
suffer,-0.004
ruined,-0.112
content,0.009
sleeping,-0.027
concerning,0.019
outrageous,0.006
stated,-0.009
immensely,0.038
credible,-0.027
dealt,0.034
associated,-0.006
satisfied,0.031
devoted,0.025
occurred,0.009
alien,-0.08
surfing,0.041
succeed,-0.025
spoil,0.01
explore,0.032
contrary,0.031
element,0.028
absolute,-0.043
frankly,-0.08
worried,0.021
lame,-0.359
understandable,0.029
dog,-0.012
neat,0.029
advanced,0.035
faith,0.019
insight,0.003
remarkably,0.018
pathetic,-0.373
returned,0.009
murderous,0.028
grim,0.035
futuristic,0.013
engaged,0.028
fashioned,0.05
distant,0.032
are,-0.007
planned,0.029
revealing,0.015
headed,0.013
logical,0.001
recorded,0.028
extended,0.004
escaped,0.013
served,-0.035
guys,-0.046
uncomfortable,-0.032
calling,-0.038
returning,0.001
voiced,0.047
shoot,-0.075
traveling,0.034
release,0.034
restored,0.044
exists,0.012
conventional,0.034
suitable,0.029
throw,-0.103
dad,0.001
explored,0.028
vulnerable,0.049
solve,0.028
elegant,0.054
ambitious,0.019
husband,0.016
exposed,0.009
hysterical,0.013
rid,0.012
meeting,0.038
noble,0.021
forth,-0.01
table,0.013
u,0.018
hopes,-0.009
attempted,-0.019
era,0.046
ages,0.037
man's,0.022
porn,-0.112
astonishing,0.071
relative,0.004
kidnapped,-0.001
killer,-0.035
ill,0.01
innovative,0.012
handle,-0.013
tense,0.035
dropped,-0.022
humble,0.027
disappeared,0.016
corporate,0.031
attempting,-0.04
widely,0.041
undoubtedly,0.021
match,0.021
shall,0.021
providing,0.015
remind,0.018
torn,0.012
currently,0.016
copy,0.003
shallow,-0.097
sex,0.006
screaming,-0.141
okay,-0.155
pictures,0.01
forgot,-0.04
bold,0.028
occurs,0.018
expertly,0.069
believing,-0.007
upper,0.025
trained,0.038
talked,-0.016
imagined,0.007
hatred,0.016
spoiled,0.003
draws,0.052
comedian,-0.01
attached,-0.027
ignored,-0.004
spiritual,0.0
villain,-0.004
picture,0.024
eccentric,0.035
financial,0.013
painfully,-0.141
melodramatic,0.0
funnier,-0.025
provoking,0.038
genius,0.043
stops,0.024
polished,0.043
timing,0.037
iconic,0.046
struggles,0.021
daughter,-0.024
excellently,0.068
arguably,0.027
attacked,-0.05
be,-0.01
evident,0.018
secretly,0.027
menacing,0.01
costumes,0.025
sleazy,0.013
pass,-0.004
wear,-0.018
stereotypical,-0.068
award,0.022
unhappy,0.028
attracted,0.003
stealing,-0.001
relevant,0.009
domestic,0.035
flesh,-0.04
raise,0.01
surrounded,-0.032
threatening,-0.004
sexually,-0.01
career,0.006
fired,-0.016
staged,0.021
drinking,-0.003
train,0.009
horrifying,0.031
where,-0.049
admittedly,-0.024
routine,-0.013
mainstream,0.032
appearing,-0.01
pregnant,-0.05
medical,-0.035
being,0.024
laid,-0.013
classical,0.031
uplifting,0.066
obscure,0.013
ignore,0.004
blame,-0.118
ruin,-0.012
primary,0.013
weakest,0.012
describes,0.021
minute,-0.054
drawing,0.01
receive,0.012
shortly,0.009
dirty,0.004
fish,0.016
chase,0.001
pulling,-0.003
deserve,-0.078
climax,-0.015
lacks,-0.165
beating,-0.006
walked,-0.1
revolutionary,0.018
sympathy,-0.016
ambiguous,0.032
hits,0.009
wished,0.016
sucked,-0.14
reflects,0.049
tear,0.04
lively,0.035
purchased,0.019
pointed,-0.034
restrained,0.063
corny,-0.003
composed,0.009
youth,0.032
developing,0.015
soundtrack,0.003
attempts,-0.021
ingenious,0.037
impact,0.031
underground,0.019
dedicated,0.01
represented,0.015
uneven,0.004
consistently,0.01
warned,-0.069
rent,-0.078
considerable,0.016
arrested,-0.004
underlying,0.027
eyes,0.021
festival,0.028
newly,0.031
cares,-0.029
gifted,0.027
challenging,0.028
improved,-0.007
can,-0.013
smaller,0.013
deliberately,0.009
lesbian,-0.102
suited,0.01
mechanical,0.038
overwhelming,0.016
gambling,0.04
aforementioned,-0.031
opposed,-0.01
gruesome,-0.018
defined,0.025
figured,-0.084
specially,0.037
seeks,0.032
forest,-0.021
summary,-0.037
displayed,0.015
expressed,0.024
upset,-0.038
wrapped,0.012
fascinated,0.031
inventive,0.037
instant,0.028
bothered,-0.082
mystery,0.015
smooth,0.04
vivid,0.043
realizing,0.016
philosophical,0.015
matched,0.032
joined,0.015
nervous,0.01
ought,-0.009
arrive,0.001
swimming,0.024
picking,-0.015
bleak,0.04
educational,0.024
respected,0.027
exotic,-0.004
shed,0.022
delivers,0.029
accent,-0.007
fly,-0.007
